Id,SalePrice
1461,103169.17023640871
1462,167248.56866061687
1463,188103.58495545387
1464,185211.6177405715
1465,189548.4989004135
1466,179097.06597173214
1467,183183.8355448842
1468,173891.11970758438
1469,238225.14289182425
1470,107499.98577302694
1471,194038.73583322763
1472,116529.2687215805
1473,107266.80132138729
1474,128148.35524469614
1475,76227.70015770197
1476,341791.9566370845
1477,249158.4094619751
1478,333735.3862031102
1479,303353.887704134
1480,512721.8464668989
1481,318300.5777838826
1482,218246.2783381939
1483,194812.1195423603
1484,160994.67531824112
1485,217456.6064965725
1486,222036.9578127265
1487,289966.65543591976
1488,241380.15694975853
1489,200180.07197904587
1490,239317.08371907473
1491,232685.67525541782
1492,90497.60446316004
1493,238119.8302412033
1494,312166.8971928358
1495,287472.97166752815
1496,251821.41468828917
1497,169416.16373568773
1498,172919.24448907375
1499,169660.24332791567
1500,159158.5277454257
1501,267566.49305152893
1502,135735.04482918978
1503,280843.6038480997
1504,242267.3963882327
1505,226477.7379257679
1506,183771.29200583696
1507,262674.9065605402
1508,218598.26151961088
1509,162479.0293265581
1510,157206.5456726551
1511,172968.46110868454
1512,189506.38777929544
1513,152937.07711213827
1514,164259.13074070215
1515,253564.72518968582
1516,202684.95854836702
1517,172173.5492476821
1518,121729.09596049786
1519,260356.7549368143
1520,134853.46412950754
1521,132535.41846352816
1522,227408.3892468214
1523,93495.7384031415
1524,108962.52221858501
1525,109909.44304525852
1526,117009.54991739988
1527,99294.13093847036
1528,132860.7276482582
1529,132694.81871151924
1530,228069.0627554655
1531,209934.79209327698
1532,118290.7243887186
1533,176013.76156169176
1534,113129.22679644823
1535,161960.62942522764
1536,111131.4956203103
1537,53262.02205783129
1538,161292.89188826084
1539,221657.16748601198
1540,122293.99816840887
1541,137114.4932948351
1542,144500.5128620267
1543,197142.01668858528
1544,96252.68777906895
1545,132249.6756810546
1546,160552.51362079382
1547,178140.34085386992
1548,139136.92834448814
1549,121257.14568501711
1550,145706.53675729036
1551,127691.96792936325
1552,150783.34564489126
1553,154740.7122860551
1554,93922.48994630575
1555,176820.2587351203
1556,114175.93064326048
1557,90170.79894793034
1558,95410.33946812153
1559,78328.59008944035
1560,159695.56536072493
1561,100712.33315336704
1562,126943.07862949371
1563,132754.13528382778
1564,163697.49108314514
1565,151542.36884355545
1566,291691.3312481642
1567,74047.09126287699
1568,271192.88301736116
1569,111370.1241607666
1570,144419.78717780113
1571,130377.02787441015
1572,142117.529620409
1573,286112.3667731285
1574,134686.41766297817
1575,267218.1091823578
1576,274036.26806128025
1577,194508.86808282137
1578,164697.31823182106
1579,135053.88408100605
1580,202090.61365109682
1581,138226.83186036348
1582,136194.73009234667
1583,341981.55314463377
1584,235774.98583853245
1585,172714.33303254843
1586,38982.33829587698
1587,94436.73322826624
1588,172541.4654790759
1589,98188.7280279398
1590,129968.86128920317
1591,80608.6469013691
1592,121876.38190662861
1593,133872.67829579115
1594,152273.51595962048
1595,127618.15045952797
1596,233465.73475265503
1597,205455.44888925552
1598,197125.93847948313
1599,209273.46941298246
1600,188717.01453900337
1601,52783.436037898064
1602,111478.09509551525
1603,71357.70530796051
1604,300517.55931186676
1605,285753.80563879013
1606,170901.30519276857
1607,170062.73356974125
1608,221607.30278849602
1609,198949.5757740736
1610,161622.8213109374
1611,181740.0386222601
1612,198724.04881316423
1613,172498.8447998762
1614,141397.06094503403
1615,60199.634080410004
1616,48260.31677365303
1617,67851.3904248476
1618,110757.64272016287
1619,164578.14722067118
1620,193854.88186204433
1621,162625.9317074418
1622,143323.12012982368
1623,328617.3685949445
1624,251668.63612651825
1625,111416.76781696081
1626,210174.71289610863
1627,193072.7217234373
1628,311628.8726901412
1629,178543.79618173838
1630,349789.3137305379
1631,202048.16234081984
1632,233483.91458553076
1633,193129.98616981506
1634,207384.3474972844
1635,200942.96946901083
1636,156411.92707055807
1637,182408.38342505693
1638,215971.76561671495
1639,180700.73443126678
1640,257559.07698911428
1641,194925.8806000948
1642,265001.6868534088
1643,232690.58548355103
1644,231438.0401095748
1645,221274.0723055601
1646,174919.9206264019
1647,151888.2519709468
1648,130410.57089006901
1649,126256.02801710367
1650,114070.99023580551
1651,90974.07848417759
1652,121379.89070159197
1653,114146.83086276054
1654,126530.95080924034
1655,116192.77156156301
1656,130151.85973840952
1657,140399.37501263618
1658,143656.2626630664
1659,93413.30440980196
1660,171681.01821666956
1661,471002.0056723356
1662,342206.03063738346
1663,401434.63884055614
1664,509805.22345489264
1665,317416.2648063302
1666,346696.9466377497
1667,352959.31042963266
1668,359268.7921811342
1669,320550.39378350973
1670,361570.9546159506
1671,289310.0461540818
1672,429727.6401190758
1673,300752.3247681856
1674,267267.6153001785
1675,224311.53882420063
1676,217230.20779967308
1677,226978.28145897388
1678,507913.3935866356
1679,400337.5683859587
1680,310369.6086166501
1681,289877.4600519538
1682,337089.294349432
1683,195989.70454782248
1684,219977.8169579506
1685,216370.11859476566
1686,170384.61336141825
1687,204406.77445060015
1688,216896.91016864777
1689,225658.4669994712
1690,231194.0145664811
1691,217454.13903164864
1692,274273.8543866873
1693,203506.43125981092
1694,191671.67459768057
1695,178715.7153788209
1696,297773.67518877983
1697,172496.4537279606
1698,327925.2708528638
1699,348929.9480677247
1700,255533.5036958456
1701,282750.42289942503
1702,259319.01527750492
1703,264526.11703556776
1704,310992.46613675356
1705,275057.43745076656
1706,435121.20161128044
1707,196226.90926074982
1708,210865.6832702756
1709,269934.89366203547
1710,234309.3960722685
1711,297224.8155668378
1712,257011.14357483387
1713,281859.8670862913
1714,217112.63236266375
1715,211948.99779838324
1716,194681.68206983805
1717,199389.76504153013
1718,135829.7336460948
1719,244484.72363626957
1720,268666.09931242466
1721,197706.0652692914
1722,134058.3136383891
1723,178530.48700153828
1724,216369.0142108798
1725,254606.0241498947
1726,199663.34524267912
1727,172532.14899998903
1728,209685.78134280443
1729,169926.62983059883
1730,154974.0934060216
1731,128110.11196756363
1732,114109.10707759857
1733,111542.33094149828
1734,107991.93880617619
1735,137712.82571697235
1736,86426.06626290083
1737,332219.5520339608
1738,242641.56448066235
1739,260949.45335030556
1740,210885.6696371436
1741,208771.80178260803
1742,207946.01129478216
1743,190208.20135176182
1744,342134.0546063781
1745,252862.45245862007
1746,210097.5708166957
1747,236460.81772196293
1748,228846.82054811716
1749,154722.5413786173
1750,150204.27791929245
1751,271461.119479537
1752,115092.37213152647
1753,164654.64047789574
1754,202212.64044255018
1755,210586.41697084904
1756,135053.91614818573
1757,119263.05524742603
1758,150551.80500161648
1759,173586.92728030682
1760,163151.14060133696
1761,183154.3242316842
1762,171256.22059941292
1763,196572.99452084303
1764,102910.51999264956
1765,196862.437102139
1766,184850.66782927513
1767,230902.7693273425
1768,142754.18554592133
1769,173066.0232719779
1770,180137.35052984953
1771,128874.90347397327
1772,123345.7254152298
1773,104775.88818699121
1774,204328.6457656622
1775,142757.34139436483
1776,145486.27422237396
1777,96387.73072898388
1778,169476.3707612753
1779,120260.72143125534
1780,192506.7918343544
1781,114219.27439600229
1782,59802.07901275158
1783,131121.0596652031
1784,83065.70844590664
1785,127967.26325541735
1786,193927.05863380432
1787,173611.21792834997
1788,22621.1169937253
1789,116977.80962228775
1790,65809.97468656301
1791,230827.9230659604
1792,157409.5090455413
1793,135679.3246408701
1794,206727.233153224
1795,140982.3889194131
1796,165956.70577669144
1797,137533.77791124582
1798,132071.9416257143
1799,106245.06781131029
1800,128055.99289107323
1801,104254.56955474615
1802,151024.75540429354
1803,172707.82498002052
1804,134416.57400995493
1805,155053.55716991425
1806,140060.56362497807
1807,185049.48754543066
1808,159395.4349153638
1809,112962.80106770992
1810,130951.02055895329
1811,45194.99509501457
1812,95611.46695643663
1813,121428.27663379908
1814,85457.15017956495
1815,17299.819746613503
1816,108789.41914010048
1817,114315.62987995148
1818,169696.69069427252
1819,101141.83726859093
1820,49500.862987577915
1821,110645.11891710758
1822,159699.50746530294
1823,43115.013106405735
1824,143028.40611439943
1825,128825.96050107479
1826,101957.67153477669
1827,97907.19867187738
1828,135873.20355397463
1829,176018.1197013855
1830,151986.82797825336
1831,156205.23020142317
1832,118749.15676754713
1833,130808.49245423079
1834,94062.63214683533
1835,114209.71563631296
1836,114190.15114951134
1837,131497.27259147167
1838,122542.01005834341
1839,70360.30068153143
1840,158233.04185557365
1841,164731.29259711504
1842,105479.90406233072
1843,135167.28941184282
1844,137047.61823868752
1845,154711.57097047567
1846,160343.22050613165
1847,205734.4852836132
1848,12613.002496480942
1849,119965.92029756308
1850,128676.92129069567
1851,183191.52228277922
1852,121575.95515495539
1853,130011.928540349
1854,196667.88170832396
1855,197027.40910828114
1856,245308.03573787212
1857,149785.4889830947
1858,124842.07822114229
1859,124332.6745557785
1860,194668.92398405075
1861,123145.26250684261
1862,299196.72530579567
1863,293671.07228529453
1864,293721.38075596094
1865,383048.68521392345
1866,367283.64777719975
1867,244556.5620597005
1868,338450.0292791128
1869,240711.56473594904
1870,246528.1671487689
1871,269750.5032033324
1872,215543.64348900318
1873,272469.6876231432
1874,125964.5217743516
1875,202142.4843366742
1876,196503.02259987593
1877,216789.39231318235
1878,214472.49807721376
1879,126954.76980817318
1880,118471.51916193962
1881,266846.25325483084
1882,264886.47246205807
1883,204468.06019449234
1884,213367.17027020454
1885,294445.65549749136
1886,316464.1800084114
1887,252667.80060642958
1888,292978.4417434335
1889,192585.33813774586
1890,104745.82272297144
1891,158269.4058048725
1892,78680.56257170439
1893,147529.23527485132
1894,105103.18059241772
1895,175401.15111500025
1896,129315.27678501606
1897,136234.4668930173
1898,105788.8275386095
1899,165696.5980000496
1900,134671.14240556955
1901,195551.27858680487
1902,143007.01130753756
1903,222709.6661759019
1904,155584.54633831978
1905,182563.48782473803
1906,143348.93623512983
1907,278963.5651065707
1908,105203.08803719282
1909,150950.6256929636
1910,120866.56080543995
1911,206893.92410868406
1912,344593.74378472567
1913,158377.43498563766
1914,68656.84188055992
1915,330938.4803748727
1916,40428.00018513203
1917,284650.8330747485
1918,136594.51631617546
1919,189076.62791860104
1920,184513.8677431345
1921,384686.925781548
1922,351101.638754189
1923,250983.12410217524
1924,254777.0619034171
1925,225890.36630034447
1926,410404.68665385246
1927,133864.39799433947
1928,183457.5495250225
1929,119418.550570786
1930,136045.63881987333
1931,144135.75059390068
1932,154035.63834410906
1933,190104.81770145893
1934,184976.6773185134
1935,175110.4260008335
1936,209117.41415703297
1937,184318.2190721631
1938,196925.51028651
1939,256807.18802696466
1940,190947.7454161048
1941,178968.59319376945
1942,209927.03980749846
1943,230782.14439737797
1944,329578.7864384055
1945,403670.5118750334
1946,197206.30172002316
1947,329818.20282197
1948,208868.89216530323
1949,244042.64559155703
1950,200659.17855137587
1951,304278.7551365495
1952,244543.10988938808
1953,241089.74505472183
1954,223779.4101021886
1955,134638.8238105774
1956,305364.35457223654
1957,153461.5653654933
1958,312524.13653051853
1959,145626.8176972866
1960,84171.78745788336
1961,132155.19768685102
1962,107684.37649643421
1963,116797.04191917181
1964,106538.29523295164
1965,105640.87866151333
1966,124286.94340270758
1967,303951.1120316982
1968,436577.78109133244
1969,408134.360629797
1970,398433.40494537354
1971,456458.82144999504
1972,371730.7628263831
1973,314550.33374506235
1974,313197.0160121918
1975,516335.9810177088
1976,309194.1957678199
1977,426322.0225402117
1978,326780.57123839855
1979,330692.2851204276
1980,194774.3264927864
1981,367205.19057637453
1982,234539.43812316656
1983,215597.07037341595
1984,182397.08964002132
1985,244148.1544482112
1986,234292.2942764163
1987,201858.3896740675
1988,204213.88939136267
1989,219378.04607188702
1990,231084.33185851574
1991,223284.05711621046
1992,288199.97887194157
1993,203395.16430568695
1994,238855.05264103413
1995,190066.27352547646
1996,364471.1265052557
1997,305712.48974972963
1998,335839.1442847848
1999,282831.6155114174
2000,329397.6544800997
2001,299148.6271727681
2002,262493.79322630167
2003,275225.05113613605
2004,323711.4529031515
2005,245284.1854518652
2006,201723.6166600585
2007,272948.4361279607
2008,234521.58601891994
2009,216428.59368366003
2010,217042.46475863457
2011,139641.9668955207
2012,194606.73159712553
2013,183214.72955065966
2014,202418.56679201126
2015,238896.46472501755
2016,210654.5054770112
2017,216249.47013098001
2018,126040.72894489765
2019,135206.53860479593
2020,99841.46151721478
2021,123391.3253480196
2022,203508.42761808634
2023,146267.80087172985
2024,292384.48245209455
2025,382984.5595667958
2026,166314.3917389512
2027,161638.35435134172
2028,159800.57679188251
2029,168602.37185013294
2030,287104.91402220726
2031,251256.70099675655
2032,254712.02697575092
2033,265022.15914285183
2034,179462.0334789753
2035,234111.97934031487
2036,232455.53723222017
2037,236423.9880449772
2038,298829.8447020054
2039,273169.40156054497
2040,422507.9405769706
2041,303035.6293634176
2042,209309.58660537004
2043,159260.60643035173
2044,172255.0318096876
2045,203525.79721450806
2046,134850.3868137598
2047,145677.51464682817
2048,150134.3713721633
2049,128755.40636509657
2050,176314.34015786648
2051,93466.09178769588
2052,112060.62369352579
2053,128001.71517938375
2054,70225.14446115494
2055,157249.92407625914
2056,148117.9513631463
2057,104492.31501287222
2058,244998.65314418077
2059,123881.23034745455
2060,172698.9958654642
2061,186020.40037328005
2062,120540.20131361485
2063,120073.7234338522
2064,126813.81787383556
2065,157543.87743788958
2066,200093.81332319975
2067,122605.35908406973
2068,141754.90475529432
2069,84416.51662021875
2070,105355.8839649558
2071,98717.63844525814
2072,154707.71868771315
2073,135420.94487404823
2074,164251.70502108335
2075,162006.19471508265
2076,128622.1710537672
2077,140365.5704818964
2078,113104.37239778042
2079,139983.91704189777
2080,97355.64007532597
2081,118622.7652323246
2082,115086.44078856707
2083,158704.280400455
2084,93448.53995811939
2085,98854.03186666965
2086,141766.15265834332
2087,124857.21496266127
2088,74258.10418993235
2089,63303.47824424505
2090,138611.01769638062
2091,92541.45387303829
2092,148814.9373037815
2093,137871.13439548016
2094,131828.52150291204
2095,149859.44789290428
2096,99320.31788861752
2097,91954.25062459707
2098,151694.35036736727
2099,33339.904257416725
2100,76961.50086277723
2101,112878.5598000288
2102,119435.32423782349
2103,99928.31470805407
2104,152532.49509465694
2105,117997.81111937761
2106,21037.397056937218
2107,190577.93968445063
2108,108477.78269672394
2109,103800.9101805687
2110,136907.05331468582
2111,167303.3250684142
2112,137616.2051295042
2113,124289.43530911207
2114,103032.45755791664
2115,169212.42229521275
2116,115576.97210919857
2117,126446.05345654488
2118,145802.36749708652
2119,93527.40343010426
2120,89580.16333991289
2121,92873.97612267733
2122,103928.93821811676
2123,73134.09850776196
2124,192112.31827288866
2125,126286.12688750029
2126,153713.94633078575
2127,175429.81261652708
2128,159357.96538817883
2129,121932.67216724157
2130,117204.13470953703
2131,174937.31203240156
2132,134313.87099194527
2133,125136.50087940693
2134,132539.84365701675
2135,109880.11362296343
2136,32678.567199885845
2137,121265.90401351452
2138,143532.4134258628
2139,140533.80308765173
2140,134048.9387370944
2141,150769.00720101595
2142,125018.38712203503
2143,139724.78621059656
2144,125249.46098923683
2145,133344.389580369
2146,206095.1899561286
2147,199158.8025355339
2148,173425.70406633615
2149,183557.123321414
2150,253615.23284453154
2151,120869.51116472483
2152,189133.78039073944
2153,188018.66364240646
2154,112142.80610334873
2155,144811.9056351781
2156,259915.10290801525
2157,266935.1513300538
2158,258706.44233947992
2159,248375.5573335886
2160,202517.13192158937
2161,264303.729077816
2162,421232.01062357426
2163,397344.63375353813
2164,268179.69938117266
2165,245734.0547029376
2166,151967.80271488428
2167,232121.41413968801
2168,192278.5531463027
2169,212035.37849241495
2170,230460.9092373252
2171,156807.4372653365
2172,148147.64291888475
2173,164628.79322355986
2174,247048.8135125041
2175,304261.75768882036
2176,342676.84588456154
2177,247980.02244460583
2178,251021.94400656223
2179,163979.52427077293
2180,248477.10980254412
2181,207246.14031606913
2182,233359.7645764351
2183,208013.28586900234
2184,126801.59152793884
2185,128735.36036294699
2186,164351.94440877438
2187,163630.34175843
2188,179408.62404686213
2189,350347.29954594374
2190,64303.49443799257
2191,57725.84803324938
2192,86232.0050753951
2193,129930.85708880424
2194,96212.13406658173
2195,112981.72856801748
2196,108229.0819028616
2197,118059.32251787186
2198,155621.46354305744
2199,194461.10295432806
2200,140700.8858628273
2201,156587.95661747456
2202,185960.2731383443
2203,125249.17813813686
2204,175229.5036058426
2205,107717.50949090719
2206,142961.81505179405
2207,184947.55464977026
2208,257768.74501770735
2209,256378.45848673582
2210,122230.4177120328
2211,116389.38243436813
2212,100678.96337372065
2213,94681.05205786228
2214,132462.90689194202
2215,89209.44122040272
2216,131796.5793645978
2217,27134.85127300024
2218,56209.19242709875
2219,67519.88392519951
2220,50586.43803328276
2221,329957.0336280465
2222,303469.6551567316
2223,351968.6237294674
2224,244673.97328859568
2225,127770.15654617548
2226,203838.05578833818
2227,232817.96066743135
2228,320782.72878307104
2229,260029.96798998117
2230,146628.55013364553
2231,230533.94465738535
2232,169487.59198087454
2233,223316.6603013873
2234,282806.7591894269
2235,249299.3456541896
2236,269055.44010585546
2237,359950.1437379718
2238,254938.63518744707
2239,109198.00946170092
2240,164837.47794246674
2241,140706.01840096712
2242,124321.60828155279
2243,118771.81046295166
2244,114278.64254635572
2245,127818.90469586849
2246,149842.80959683657
2247,100129.05174404383
2248,112102.78796195984
2249,115026.784655869
2250,126814.77340084314
2251,173088.29192322493
2252,200398.72036391497
2253,162824.54015862942
2254,177435.01785248518
2255,205064.72651410103
2256,208241.10070818663
2257,197553.1639983058
2258,156042.10429793596
2259,187637.0752210021
2260,178013.15658050776
2261,195627.98738002777
2262,241869.77312022448
2263,367280.3140934706
2264,480178.35345572233
2265,220244.61246931553
2266,284890.85723489523
2267,431144.22316402197
2268,407819.34329742193
2269,163568.54403328896
2270,222463.0395182371
2271,224090.57646530867
2272,264806.0163434744
2273,142893.33982801437
2274,188414.79961311817
2275,168901.19030737877
2276,198632.20967561007
2277,189346.1902666688
2278,162327.17443233728
2279,89826.57502424717
2280,92554.08131456375
2281,175377.40263950825
2282,181777.16886126995
2283,126845.78399765491
2284,108798.89434468746
2285,117422.95167982578
2286,116091.46495449543
2287,381569.6230186224
2288,290602.03281730413
2289,336065.72113257647
2290,433485.9854719639
2291,326941.9207217097
2292,432588.334970057
2293,455564.9825755954
2294,375804.700078547
2295,498018.2524192333
2296,252363.6828404665
2297,346632.72148668766
2298,380999.20892083645
2299,354391.92485517263
2300,323109.3817782402
2301,336063.2252010703
2302,257402.36350417137
2303,233957.73042964935
2304,237720.96104186773
2305,220943.40757507086
2306,224843.2177476883
2307,228753.02741372585
2308,213323.37695747614
2309,307001.8796811104
2310,210176.89985060692
2311,226598.50197035074
2312,186728.93527531624
2313,202344.487942338
2314,179302.7894001007
2315,199718.93609815836
2316,232533.0764722228
2317,206478.96704095602
2318,198701.26785087585
2319,198331.06995099783
2320,176797.59623420238
2321,271674.59995776415
2322,196959.02360862494
2323,224895.1741963625
2324,208972.29407793283
2325,234944.27932864428
2326,195858.71450918913
2327,209523.15342015028
2328,236076.93965095282
2329,196472.93386048079
2330,182485.219712615
2331,364377.06316405535
2332,380210.8454782963
2333,301399.503688097
2334,266248.6258611679
2335,275620.74715846777
2336,317205.2379216552
2337,189925.36033684015
2338,262451.28869235516
2339,241278.72404056787
2340,439713.05531829596
2341,212545.68628406525
2342,247279.51346081495
2343,239999.86609458923
2344,239854.84058123827
2345,239967.50427657366
2346,196823.82239979506
2347,187752.4124454856
2348,245082.73627710342
2349,165637.994895339
2350,312510.62590140104
2351,261128.26484310627
2352,271343.8994371295
2353,284247.2613257766
2354,123842.25827854872
2355,158980.88624721766
2356,179005.44311642647
2357,200054.03158313036
2358,209596.45284307003
2359,109363.2013052702
2360,111090.70877975225
2361,142676.36207562685
2362,288881.89432162046
2363,147601.4911786914
2364,209436.59379845858
2365,218236.42428034544
2366,173378.6281618476
2367,191172.82650482655
2368,202210.459346354
2369,189417.55434203148
2370,172996.46384334564
2371,165175.34760326147
2372,189732.9583813548
2373,302071.723372519
2374,288475.28466528654
2375,249914.46116745472
2376,362205.15449762344
2377,372189.2295359969
2378,136305.6982818246
2379,241958.57322376966
2380,150985.59093677998
2381,171358.25986641645
2382,211121.7881989479
2383,198434.81569314003
2384,264169.85182982683
2385,169139.4653466344
2386,122551.20385575294
2387,125453.3502599001
2388,129134.94617110491
2389,160751.6463997364
2390,171641.99229049683
2391,123442.52294713259
2392,117953.61330872774
2393,180571.05903875828
2394,135688.3502137065
2395,200162.88423490524
2396,140763.29672420025
2397,232969.31787335873
2398,114077.27711582184
2399,33711.848865389824
2400,41343.04356080294
2401,101972.35223269463
2402,137824.32982701063
2403,138738.2677538991
2404,133202.0628798008
2405,177807.6684526801
2406,138486.66678392887
2407,94692.6869212985
2408,137232.26040619612
2409,112752.49306833744
2410,200023.71583145857
2411,109420.24971359968
2412,159236.37120050192
2413,128785.94321882725
2414,167437.8685234189
2415,157135.2573722005
2416,151615.96005177498
2417,124304.68811899424
2418,113187.06141513586
2419,104963.10420018435
2420,118149.79137462378
2421,144711.66084742546
2422,106739.67171549797
2423,124078.26828897
2424,151682.01840662956
2425,227675.33302986622
2426,162753.33567100763
2427,140553.1822155714
2428,174777.13419348001
2429,83030.994384408
2430,122258.44962352514
2431,113531.77363473177
2432,157561.9766200781
2433,154799.79397034645
2434,163064.55171650648
2435,181458.11726439
2436,79384.55768728256
2437,105007.10218912363
2438,100900.20829695463
2439,128504.9376193881
2440,132598.0250813365
2441,102324.33399152756
2442,97322.19846719503
2443,160135.21742099524
2444,132929.93484461308
2445,79367.43943053484
2446,141020.0524994135
2447,210523.71794617176
2448,137760.29073494673
2449,92893.46667540073
2450,166784.1764329672
2451,122012.85614520311
2452,218627.91374212503
2453,72304.32612794638
2454,115515.70893549919
2455,131177.96784341335
2456,135372.6307142973
2457,122030.37069416046
2458,114657.12810909748
2459,90822.97354096174
2460,152699.38405960798
2461,111835.0253970623
2462,118573.58549571037
2463,143285.0082579255
2464,147403.87940382957
2465,161425.2063884735
2466,119376.54619026184
2467,143104.32670599222
2468,86920.74817621708
2469,92510.17258816957
2470,191872.7163027525
2471,202170.13090097904
2472,194857.55775880814
2473,99942.80990874767
2474,65499.68887805939
2475,211893.95685642958
2476,86405.1200209856
2477,116907.58641469479
2478,155076.3631412387
2479,118924.38799333572
2480,166160.53283792734
2481,146760.76525092125
2482,137438.64855664968
2483,91875.93429750204
2484,138202.73828083277
2485,114917.62273901701
2486,173835.65788191557
2487,228028.23210603
2488,170013.76397383213
2489,171703.84119206667
2490,151288.18902987242
2491,84209.205894351
2492,192987.88747173548
2493,190741.7908014059
2494,182815.18704736233
2495,107409.69535183907
2496,280460.41732662916
2497,153552.9515954852
2498,96307.31843847036
2499,84902.41512656212
2500,94668.99157208204
2501,119487.62609827518
2502,158327.31246578693
2503,85101.31866919994
2504,188009.8807861805
2505,247170.61292809248
2506,279470.52493578196
2507,301526.556063354
2508,278616.8104682565
2509,228210.94363355637
2510,214341.11580264568
2511,192823.90636867285
2512,235379.91594350338
2513,255628.14441227913
2514,305712.8322147727
2515,144751.58765232563
2516,180315.5652691722
2517,123720.69856399298
2518,146174.98719519377
2519,256466.4030995965
2520,241981.46188229322
2521,207148.10324788094
2522,240201.19084203243
2523,138287.55072051287
2524,134900.8237105012
2525,128078.65370851755
2526,156655.58087962866
2527,128339.72205913067
2528,118381.97802960873
2529,134420.52235090733
2530,111921.91371446848
2531,270332.7455225587
2532,241320.7644340992
2533,212363.7058634758
2534,306608.25665187836
2535,301200.61943012476
2536,268421.4281051755
2537,283886.4674988985
2538,196336.68708068132
2539,208766.89614146948
2540,190109.54981637
2541,209849.98396098614
2542,184947.20742690563
2543,122755.77846831083
2544,106161.88874185085
2545,148269.35946398973
2546,156501.18482732773
2547,145477.04425871372
2548,150495.43095690012
2549,158343.31727713346
2550,759607.5521782637
2551,175850.8029500246
2552,104841.09711515903
2553,42835.46052801609
2554,82728.59769505262
2555,95924.56545096636
2556,91998.47629600763
2557,109401.36015313864
2558,182020.4891886115
2559,156773.0573555231
2560,154006.15042811632
