PCA_Feature_0,PCA_Feature_1,PCA_Feature_2,PCA_Feature_3,PCA_Feature_4,PCA_Feature_5,PCA_Feature_6,PCA_Feature_7,PCA_Feature_8,PCA_Feature_9,PCA_Feature_10,PCA_Feature_11,PCA_Feature_12,PCA_Feature_13,PCA_Feature_14,PCA_Feature_15,PCA_Feature_16,PCA_Feature_17,PCA_Feature_18,PCA_Feature_19,PCA_Feature_20,PCA_Feature_21,PCA_Feature_22,PCA_Feature_23,PCA_Feature_24,PCA_Feature_25,PCA_Feature_26,PCA_Feature_27,PCA_Feature_28,PCA_Feature_29,PCA_Feature_30,PCA_Feature_31,PCA_Feature_32,PCA_Feature_33,PCA_Feature_34,PCA_Feature_35,PCA_Feature_36,PCA_Feature_37,PCA_Feature_38,PCA_Feature_39,SalePrice
3.6007008628494175,2.4713870997122664,-0.44614422738998555,2.469561722694336,-0.8476791426285798,-1.0074720540232112,2.255395664197032,-0.43713171097117287,0.7765654197595534,0.3636210982672214,0.7444758456379421,0.5234365382910353,0.2532778145066904,1.8556994552190866,-0.2433542740605365,-1.336020631170982,-0.43348959660128816,-0.6125091603440868,-1.1902558135592871,0.6255464887448783,-0.8770936468023042,-0.01905176508212139,0.29794014885377335,-0.3719326437985018,-0.35499568820193245,0.23229373606015655,-0.20472153251792688,-0.07262539292657724,-0.016361021729065225,0.44480998162090163,-0.3652250652742979,-0.00041415248141889356,0.02495220841888733,0.04084103745009856,0.5405335394222899,0.21508797649674516,-0.1469383298625193,-0.2474435148815254,-0.14708563699182847,0.2413855448749515,208500
-0.6107551186854815,-2.2564935060336793,0.4338467875648008,-0.5402649780003261,0.42073060498981374,-2.097246270645306,-1.5636201705840165,-0.5150202742434182,-0.19471153792853416,0.6493079769679981,-0.11316916204557512,-2.176485689326623,1.8782279708099565,-0.41181914651488205,1.0681439189915298,0.6831555537843537,-1.8272945268568694,-0.09244047611015992,2.7095900064311356,-0.211727667729659,-0.42558064275319357,1.0056915426437278,0.2803863965862706,-0.6217557597749855,1.7823073101323532,-0.4938375445385698,0.622239115748636,-0.7609299382354785,0.5358032222216986,-0.6613378318231103,0.8332824630556693,-0.623003501621374,-0.34945523019206415,-1.676299852720831,0.7369661964813391,-0.07112504387160035,0.4269948675856974,-0.7067368235498058,-0.09313890404329941,0.422071118735522,181500
4.20481564469027,2.222483021627625,0.06546141774361963,1.7881708156522194,-0.3980444518436105,-1.0578443018415808,0.5969203702469691,-0.1337289233023012,0.752615840086006,1.3240035508553116,-0.6133586691957801,-0.1128533037536009,-0.21353445618366254,1.1883791420826535,-0.6888465475059193,-0.12623133600092665,-0.10229601144062621,1.0548047867997636,-1.4534819451817063,0.035741118452171435,0.41134601661077536,-0.3709955926018369,-0.8773578475678044,-0.18643180108609114,-0.3050639038044162,0.3075196516968853,0.5242911688291889,0.5230084995678277,-0.010932393533508776,0.13139005574791274,-0.9702444659600133,-0.1639524023418381,0.03902994530116375,0.4006818330246539,0.5841922903406535,0.5580520281721533,-0.7529601356359671,-0.2900229636579207,0.10635319012691946,-0.16342222292393296,223500
-0.4195990786525391,2.453139225217887,0.17759533132413036,-1.2011393652586095,0.9137750349038233,-2.530943713746333,-0.3743045530858644,0.5081582242545863,0.7806448931565864,-0.2099108388456981,-1.4889387824336642,0.2959825139213673,0.6240132373414071,-1.429419538124514,-0.881115834092386,-1.5316748283079877,-3.081790535196954,-0.4413544367850053,0.30491530164634195,1.0478120455937487,-0.2240537289255295,-0.6108914008148699,0.6180281914356804,-0.049061629473082735,-1.1936763835495345,-1.5690462307849455,0.9610764547381818,1.204705500639332,0.012613836042072259,0.9472772625113631,-1.5613363532483746,0.8324420876099689,0.15590650016069993,-0.8167170881939685,0.20883116434957286,0.09224141124719035,-1.0662768953811026,-0.2988185197025117,1.1385895066713065,-0.5495863376383234,140000
5.800195040434395,2.343491870906601,2.3858595804382627,0.7969808538032019,-0.5804749044931922,-1.404679672881766,1.7690802326681718,-1.383767684509973,0.9646698367142934,0.8544657039621248,-0.2688362588385448,-0.2013753437583885,0.5633554850567194,-1.6010677526946757,-0.7495742066623361,1.9111905600504364,0.46135786654725364,0.9395333480840949,0.202786257321848,-0.2495295709874062,0.2879378363460586,-0.23108239697444702,-0.6996785615966055,0.5013959598523182,0.33232636830874696,-0.266055251737702,0.8876553634433397,1.0174905928384985,-0.8132355514845261,-0.16018104928738297,-0.7606223703458803,0.03167241243720072,0.25593396840334615,-0.18691004664237054,0.6884542987814001,0.052340086881772094,-0.20465357915120824,-0.5419149177372828,0.0482099083673235,-0.07318577607485008,250000
0.021276560466676295,0.30155348092446116,-1.7739122197239736,2.1751521065212165,-1.7320347389026525,-1.8869486526405226,0.4846286482985861,-0.523155659526936,-0.46180127328346066,-0.0399570446698696,1.404476970532564,0.41729300950540793,-1.8044271910468146,0.7505767307203907,-1.523288580218376,0.8577517624513458,-1.0945121721789108,1.97950204872708,-0.0001444887189439581,-0.5506601534529015,1.2391051030833666,-0.5574984692902426,-1.5589718024425783,1.5161849580262081,0.48420970860729995,2.3042109193498725,0.47075511919831986,-0.5234900521356886,-0.9278896215979848,-0.021079965432611824,-1.1948999807508902,0.2862988841438115,0.22212148918600405,0.2812139221852943,-0.2216107561851606,0.4500767380428677,-0.6455279912372328,1.0742352395226216,-0.8634874298046148,0.2280455958366967,143000
4.936351358115545,-2.612869429242964,-0.6147684163376861,0.2762053362574052,0.5472495494167487,-1.4289310227234722,-0.5879307885805554,-1.23666731634487,0.15293943017751435,0.5447872165037171,0.2642552783102762,0.3370136486818155,-1.5306282731195953,-1.3605968681357246,1.2136511259497202,0.6124212821742536,-0.07231037382813403,-0.4529667434556082,0.7158952468387123,0.7686527550146429,0.021272148692421437,0.16766698480785855,0.08446387019947706,0.24014487969096177,1.4004038718605762,-1.0448842440176478,0.049618328549610874,0.03394036524482343,-0.5306886700300044,0.2055555283516916,0.1421334883147808,-0.472444390353064,-0.32925377763464847,0.12024491683753892,0.32865786833006033,-0.013143937775191059,1.0070637052190505,-0.3230011528190109,-0.742653806618144,0.46480745341465984,307000
-2.491052294551284,2.556058517532075,0.33195631115991825,-2.137200879045615,1.1989456714018285,0.33627054961696373,-2.280183405310482,-0.4537328356764806,0.7718218893896388,-0.629181685067808,0.09748772592070065,2.8596659117354957,-1.2678215911937807,0.20827611646578625,-0.2945149979084444,0.7122142797059963,0.39957440847286185,-0.787616499934067,-0.30097294734495295,-0.9058898821496456,0.3212313326593464,0.19163218521266556,0.4175640719586537,-0.7977766810380704,0.3387731867256747,-0.4316621123868785,0.883522689224405,0.16491017811888564,0.6147674633101293,1.3953897389895855,-0.18836052624858649,1.2646175260968022,-0.11805638275427455,-1.4047612561869043,0.41577788831400475,0.8446620399101086,-0.33727885616510234,0.6739475663557747,-0.7497650254897906,0.9700990995553906,129900
-3.3032475138227957,-0.047352217130158955,0.2493483297800972,1.0196870546180392,1.6108643848359956,-2.552997289048357,-1.8489457717972155,-0.8896969620173872,-0.41114032846302806,1.9913823154274382,0.4143176026192115,1.0727657951085847,1.6235623973774587,1.545025183028207,-2.270751866168752,-0.6982327263544533,-1.3915927848966136,-0.4623574560504405,-0.6295065542355255,-0.5632667213417231,-1.6822811590890747,0.5602778646172207,0.0313643581246478,-0.656272005476409,0.7412322064704558,-0.7146990923508604,0.7870747642264293,0.0004255811321288369,0.5675887848996429,-0.33121311386274543,-0.37892818796470384,0.5623109382002377,-1.0771801425347536,-0.5273125458590107,-0.4279080277837617,0.00602783745558895,0.05486319747710013,-0.15860400685456333,0.9604594256664118,-0.495245599846508,118000
-3.640023871544137,-2.9589712576079443,0.7885046923755068,0.5232078074368343,-0.017620664106052564,-0.3271981770066941,0.9930305993599201,2.8363620626885577,-0.8594252119161268,-2.067765217779847,0.23798516353403948,0.8989479207254181,-0.6376806201534599,-0.303760027434108,0.4288095457290848,-0.7887966304852683,-0.5462997912819789,-1.3638812734423404,-1.5327935222695432,0.25731382633834754,0.4827546163331835,1.571295467606961,0.3886125585480671,0.19421821379728757,0.44814886510750407,-0.7005580466041212,-0.15941341172093293,-1.68280022919577,0.3322966507174024,-0.1814979924885453,-1.2040697832816987,-0.22327525461398046,-0.13537173712925127,0.15938767536310813,0.09392843715154264,0.2193046039054039,0.5498054577575872,-0.21049524200848904,0.09657509233415489,0.3779475538312619,129500
